"name","page","address","bytes","disabled","scale_minimum","scale_maximum","display_minimum","display_maximum","display_interval","units","short_desc","long_desc"
"RT_BLATFUELFROMMAP","0xe3","0xad","1","","0.000000","105.000000","0.000000","120.000000","20.000000","ms"," Async Accel Fuel from Map"," Async Accel Fuel from Map"
"RT_BLATFUELATINJECTOR","0xe3","0x23aa","2","","0.000000","105.000000","0.000000","120.000000","20.000000","ms"," Async Accel Fuel at Injector"," Async Accel Fuel at Injector"
"RT_FUELTIMINGFROMMAP","0xf8","0x2324","2","","0.000000","720.000000","0.000000","720.000000","60.000000",""," Inj Stop time from map"," The injection stop time read from the map"
"RT_FUELTIMINGFROMMAPPLUSTRIM","0xf6","0x2372","2","","0.000000","720.000000","0.000000","720.000000","60.000000",""," Inj Stop time from map plus trim"," The injection stop time read from the map after being trimmed by the mapping knob"
"RT_INJSTARTANGLE","0xf6","0x2370","2","","0.000000","720.000000","0.000000","720.000000","60.000000",""," Injector Start Angle"," The number of degrees before TDC that the injector opens."
"RT_INJECTORSTOPANGLE","0xf8","0x2352","2","","0.000000","720.000000","0.000000","720.000000","60.000000",""," Injector Stop Angle"," The number of degrees before TDC that the injector closes."
"RT_INJECTIONTIMEAINDEGS","0xf6","0x236e","2","","0.000000","720.000000","0.000000","720.000000","60.000000",""," Final Injection Time (Degs)"," The time the set of injectors allocated to bank A are on for in degrees; after the battery voltage compensation has been added."
"RT_CURRENTLAMBDAA","0xf8","0xa4","1","","0.000000","2.550000","0.000000","2.750000","0.250000","Lam"," Lambda"," The measurement of lambda from the sensor."
"RT_CURRENTLAMBDAB","0xf8","0xa5","1","DISABLED","0.000000","2.550000","0.000000","2.750000","0.250000","Lam"," Lambda B"," The measurement of lambda from the sensor."
"RT_TARGETLAMBDAFROMMAP","0xf8","0xa2","1","","0.000000","2.550000","0.000000","2.750000","0.250000","Lam"," Target Lambda From Map"," The base lambda value that the ECU will attempt to control to. This number is normally derived from the Target Lambda map; but can be configured to come from a knob on the mapping box. If the Target Lambda is close to 0.00 or 2.55 then control will be disabled."
"RT_EGTLAMBDATRIM","0xf6","0x3534","2","","-1.280000","1.280000","-1.280000","1.280000","0.100000","Lambda"," EGT Lambda Trim"," EGT Lambda Trim. This is the trim applied to the lambda target as a result of the EGT control system."
"RT_TARGETLAMBDA","0xf8","0xa2","1","","0.000000","2.550000","0.000000","2.750000","0.250000","Lam"," Target Lambda"," The lambda value that the ECU will attempt to control to. This includes the trim from the EGT system. This number is normally derived from the Target Lambda map; but can be configured to come from a knob on the mapping box. If the Target Lambda is close to 0.00 or 2.55 then control will be disabled."
"RT_TPSVARIANCE2","0xe5","0xfd","1","","0.000000","100.000000","0.000000","100.000000","1.000000",""," TPS Variance."," TPS Variance. An arbitray measure of TPS stability; it's primary use is to ascertain if conditions are sufficiently stable to enable closed loop fuel control."
"RT_DSPEEDBYONEREVLAMBDACONTROL","0xf6","0x4140","2","DISABLED","0.000000","32.000000","0.000000","32.000000","1.000000","rev time1"," Max Rate of Change of Engine Speed for Lambda"," Max Rate of Change of Engine Speed for Lambda  Output of map."
"RT_WARMUPTIMER","0xf9","0x23d6","2","","0.000000","6881.000000","0.000000","7000.000000","1000.000000","s"," Warm Up Timer"," Lambda control is disabled until a number of seconds have elapsed since the engine was started. This timer counts down from the initial value to zero."
"RT_LAMBDAINTTERM1","0xf9","0xb3b2","2","","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Short Term Trim"," Short Term Trim. Shows the current corection made to fuellng in order to acheive Target Lambda."
"RT_ECTBASEDSTARTTIMER","0xe2","0xd5d4","2","DISABLED","0.000000","65535.000000","0.000000","65535.000000","10000.000000","-"," ECT Based Start Timer"," ECT Based Start Timer"
"RT_LAMBDASTATUS(D)","0xfd","0x233a","2","DISABLED","0.000000","65535.000000","0.000000","65535.000000","10000.000000","-"," Lambda Status(D)"," Displays whether or not the ECU is doing closed loop lambda control on Channel D. If this value is non-zero; lambda control is disabled. The bit field will indicate the reason why. See the other parameters in this section for more detail."
"RT_LAMBDAINTTERM2","0xf9","0xb5b4","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Short Term Trim B"," Short Term Trim B. Shows the current corection made to fuellng in order to acheive Target Lambda."
"RT_ADAPTIVEMAP1OUTPUT","0xf8","0x23b2","2","","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Adaptive Map Output"," The Interpolated Output of the Adaptive Fuel Map."
"RT_ADAPTIVEMAP2OUTPUT","0xf8","0x2370","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Adaptive Map2 Output"," This realtime parameter has no information associated with it."
"RT_ADAPTIVEFACTOR1","0xf8","0x23b6","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Adaptive Factor"," I store + P Term + WIGLE Term . Not Shown."
"RT_ADAPTIVEFACTOR2","0xf8","0x2376","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Adaptive Factor 2"," This realtime parameter has no information associated with it."
"RT_ADAPTEDFUEL1","0xf9","0x23ca","2","","0.000000","105.000000","0.000000","120.000000","20.000000","ms"," Adapted Fuel 1"," The fuel pulse width for Bank 1 after all compensations have been applied including lambda/adaptive. The Upper/Lower split is appllied to this number followed by the Battery Voltage offset to give the final injection time."
"RT_ADAPTEDFUEL2","0xf9","0x23cc","2","DISABLED","0.000000","105.000000","0.000000","120.000000","20.000000","ms"," Adapted Fuel 2"," The fuel pulse width for Bank 2 after all compensations have been applied including lambda/adaptive. The Upper/Lower split is appllied to this number followed by the Battery Voltage offset to give the final injection time."
"RT_SPLITRATIO(TPS/SPEED)","0xf8","0x56","1","DISABLED","0.000000","100.000000","0.000000","100.000000","5.000000",""," Split Ratio (TPS/Speed)"," The percentage of fuel that will go to the Upper injectors as read from the Split Map"
"RT_SPLITRATIO","0xf8","0x57","1","DISABLED","0.000000","100.000000","0.000000","100.000000","5.000000",""," Split Ratio"," The percentage of fuel that will go to the Upper Injectors taking into account the Mapping Box setup and whether the ECU has been configured to run Upper Injectors. Note; the Split Ratio is not used during cranking."
"RT_UPPERBATTERYVOLTAGECOMP","0xf8","0x2358","2","DISABLED","0.000000","13.130000","0.000000","14.000000","1.000000","ms"," Upper Battery Voltage Comp"," The extra number of milliseconds that each injector is held open for due to the battery voltage. This parameter will appear GREEN during cranking"
"RT_INJECTIONTIMEUPPERA","0xfa","0x2378","2","DISABLED","0.000000","105.000000","0.000000","120.000000","20.000000","ms"," Final Injection Time (Upper Bank A)"," The time the set of upper injectors allocated to bank A are on for in milliseconds; after the battery voltage compensation has been added."
"RT_INJECTIONTIMEUPPERB","0xfa","0x237a","2","DISABLED","0.000000","105.000000","0.000000","120.000000","20.000000","ms"," Final Injection Time (Upper Bank B)"," The time the set of upper injectors allocated to bank B are on for in milliseconds; after the battery voltage compensation has been added."
"RT_PRECRANKFUEL","0xf6","0x2374","2","","0.000000","105.000000","0.000000","120.000000","20.000000","ms"," Cranking Batch Fuel"," The injection pulse width applied to all the injectors as the engine first starts to crank."
"RT_DUTYCYCLEA","0xfa","0x6c","1","","0.000000","100.000000","0.000000","100.000000","5.000000",""," Duty Cycle"," The time that the injectors are on for divided by the time for 1 cycle (sequential)."
"RT_DUTYCYCLEB","0xfa","0x6d","1","DISABLED","0.000000","100.000000","0.000000","100.000000","5.000000",""," Duty cycle B"," The time that the injectors allocated to bank B are on for divided by the time for 1 revolution (grouped) or 1 cycle (sequential)."
"RT_DUTYCYCLEUPPERA","0xfa","0x81","1","DISABLED","0.000000","100.000000","0.000000","100.000000","5.000000",""," Duty cycle upper A"," The time that the upper injectors allocated to bank A are on for divided by the time for 1 revolution (grouped) or 1 cycle (sequential)."
"RT_DUTYCYCLEUPPERB","0xfa","0x83","1","DISABLED","0.000000","100.000000","0.000000","100.000000","5.000000",""," Duty cycle upper B"," The time that the upper injectors allocated to bank B are on for divided by the time for 1 revolution (grouped) or 1 cycle (sequential)."
"RT_TARGETBOOST","0xfc","0x9f9e","2","","-1.000000","5.553500","-1.000000","5.553500","0.500000","Bar"," Target Boost Pressure"," The boost pressure that the closed loop controller is trying to attain. This is primarily derived from the Target Boost Map but is affected by various compensations as well as demands from other ECUs such as a gearbox controller."
"RT_TARGETBOOSTFROMMAP","0xf8","0x23ee","2","","-1.000000","5.553500","-1.000000","5.553500","0.500000","Bar"," TPS Target Boost"," The output of the TPS vs Speed Target Boost Map before any compensations are applied."
"RT_TARGETBOOSTPLUSTRIM","0xf9","0x23b0","2","","-1.000000","5.553500","-1.000000","5.553500","0.500000","Bar"," TPS Target Boost + Trim"," The output of the TPS vs Speed Target Boost Map after being trimmed by the mapping box."
"RT_AIRTEMPTARGETBOOST","0xf8","0x238a","2","","-3.276800","3.276800","-3.276800","3.276800","0.500000","Bar"," Air Temp Targ Boost Comp"," Shows the change in target boost pressure as a result of the air temperature."
"RT_COOLANTTEMPTARGETBOOST","0xf8","0x239a","2","","-3.276800","3.276800","-3.276800","3.276800","0.500000","Bar"," Coolant Temp Targ Boost Comp"," Shows the change in target boost pressure as a result of the Coolant temperature."
"RT_BOOSTERROR","0xfc","0x9d9c","2","","-6.553500","6.553500","-6.553500","6.553500","1.000000","Bar"," Boost Pressure Error"," The closed loop boost controller subtracts the measured Manifold Pressure from the target boost pressure to get this term."
"RT_BOOSTPTERM","0xfc","0x9998","2","","-32767.000000","32767.000000","-32767.000000","32767.000000","10000.000000","-"," Boost Proportional Term"," The result of the Error Term multiplied by the Proportional Gain. You would not normally need to monitor this parameter."
"RT_BOOSTITERMH","0xfc","0x9594","2","","-32767.000000","32767.000000","-32767.000000","32767.000000","10000.000000","-"," Boost Integral Term High"," The upper word of the integral term of the boost controller. You would not normally need to monitor this parameter."
"RT_BOOSTITERML","0xfc","0x9392","2","","0.000000","65535.000000","0.000000","65535.000000","1024.000000","-"," Boost Integral Term Low"," The lower word of the integral term of the boost controller. You would not normally need to monitor this parameter."
"RT_BOOSTISTOREH","0xfc","0x9190","2","","-32767.000000","32767.000000","-32767.000000","32767.000000","10000.000000","-"," Boost Integral Store High"," The upper word of the integral store of the boost controller. You would not normally need to monitor this parameter."
"RT_BOOSTISTOREL","0xfc","0x8f8e","2","","-32767.000000","32767.000000","-32767.000000","32767.000000","10000.000000","-"," Boost Integral Store Low"," The lower word of the integral store of the boost controller. You would not normally need to monitor this parameter."
"RT_WASTEGATEOLDUTYCYCLE","0xfc","0x9b9a","2","","0.000000","100.000000","0.000000","100.000000","10.000000",""," Wastegate Open Loop Duty Cycle"," The open loop duty cycle is the starting point for the closed loop boost controller."
"RT_WASTEGATEDUTYCYCLE","0xf8","0x23ec","2","","0.000000","100.000000","0.000000","100.000000","10.000000",""," Wastegate Duty Cycle"," The duty cycle applied to the waste gate valve. When running closed loop boost control this number comes from the closed loop controller. When in open loop mode it comes from the Open Loop Duty Cycle map. It can also come from a mapping knob."
"RT_CAM1PHASE","0x13","0x1716","2","","-360.000000","360.000000","-10.000000","70.000000","10.000000",""," Var Cam1 Phase"," Var Cam1 Phase"
"RT_VARCAM1TARGET","0x11","0xb1b0","2","","-360.000000","360.000000","-10.000000","70.000000","10.000000",""," Var Cam1 Target"," The cam position that the ECU is trying to attain"
"RT_CAM1ERROR","0xe1","0xdfde","2","","-720.000000","720.000000","-70.000000","70.000000","10.000000",""," Var Cam1 Error"," Var Cam1 Error"
"RT_VARCAM1DC","0xfa","0x82","1","","0.000000","100.000000","0.000000","100.000000","5.000000",""," Var Cam1 Duty Cycle"," The duty cycle applied to the control valve for variable cam control. Normally this number would be calculated by the closed loop controller but it can be adjusted directly using the mapping box."
"RT_CAM2PHASE","0x17","0xd1d0","2","DISABLED","-360.000000","360.000000","-10.000000","70.000000","10.000000",""," Var Cam2 Phase"," Var Cam2 Phase"
"RT_VARCAM2TARGET","0x11","0x6362","2","DISABLED","-360.000000","360.000000","-10.000000","70.000000","10.000000",""," Var Cam2 Target"," The cam position that the ECU is trying to attain"
"RT_CAM2ERROR","0x11","0x8584","2","DISABLED","-720.000000","720.000000","-70.000000","70.000000","10.000000",""," Var Cam2 Error"," Var Cam2 Error"
"RT_VARCAM2DC","0x12","0xad","1","DISABLED","0.000000","100.000000","0.000000","100.000000","5.000000",""," Var Cam2 Duty Cycle"," The duty cycle applied to the control valve for variable cam control. Normally this number would be calculated by the closed loop controller but it can be adjusted directly using the mapping box."
"RT_VARCAM1OLDC","0xfc","0xaa","1","DISABLED","0.000000","100.000000","0.000000","100.000000","10.000000",""," Var Cam1 Open Loop Duty Cycle"," The Duty Cycle as read from the Open Loop duty Cycle map which is addressed only by target position. This number will be used as the 'starting point' for the closed loop control."
"RT_VARCAM1DIFFTERM","0xfc","0xb1b0","2","DISABLED","-32767.000000","32767.000000","-32767.000000","32767.000000","10000.000000","-"," Var Cam1 Diff Term"," The differential term of the variable cam control loop"
"RT_VARCAM1PROPTERM","0xfc","0xb7b6","2","DISABLED","-32767.000000","32767.000000","-32767.000000","32767.000000","10000.000000","-"," Var Cam1 Prop Term"," The proportional term of the variable cam control loop"
"RT_VARCAM1INTTERML","0xfc","0xb3b2","2","DISABLED","-32767.000000","32767.000000","-32767.000000","32767.000000","10000.000000","-"," Var Cam1 Integral Term Low"," The lower word of the intergral term of the variable cam control loop"
"RT_VARCAM1INTTERMH","0xfc","0xb5b4","2","DISABLED","-32767.000000","32767.000000","-32767.000000","32767.000000","10000.000000","-"," Var Cam1 Integral Term High"," The upper word of the intergral term of the variable cam control loop"
"RT_VARCAM1INTSTOREL","0xfc","0xadac","2","DISABLED","-32767.000000","32767.000000","-32767.000000","32767.000000","10000.000000","-"," Var Cam1 Integral Store Low"," The lower word of the intergral store of the variable cam control loop"
"RT_VARCAM1INTSTOREH","0xfc","0xafae","2","DISABLED","-32767.000000","32767.000000","-32767.000000","32767.000000","10000.000000","-"," Var Cam1 Integral Store High"," The upper word of the intergral store of the variable cam control loop"
"RT_STEPPER_TARGET","0xf9","0xa2","1","DISABLED","0.000000","255.000000","0.000000","255.000000","16.000000","-"," Stepper Target"," The position of the stepper motor that the ECU is trying to attain"
"RT_STEPPER_POSITION","0xf9","0xa3","1","DISABLED","0.000000","255.000000","0.000000","255.000000","16.000000","-"," Stepper Position"," The position of the stepper motor"
"RT_STEPPERFUELFACTOR","0xfb","0x80","1","DISABLED","-100.000000","100.000000","-100.000000","100.000000","25.000000",""," Stepper Fuel Compensation"," The change in fuel as a result of the stepper motor position."
"RT_EGAS_TARGET","0xfa","0x2384","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," EGas Target Channel A"," The throttle pot voltage that the ECU is trying to attain."
"RT_MINEGASWITHENGINESPEED","0xf8","0x2372","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Min EGas with Engine Speed"," Displays the minimum target EGas position as a result of the Engine Speed."
"RT_MINEGASWITHREVCOUNT","0xf6","0x2382","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Min EGas with Rev Counter"," Displays the minimum target EGas position as a result of the number of revolutions of the engine"
"RT_EGASA_RESTINGPOS","0xfa","0x2374","2","DISABLED","0.000000","320.000000","0.000000","5.000000","0.500000","V"," EGasA Resting Position"," The position of the valve when no power is applied to it. The throttle is assumed to be in this position at power up."
"RT_EGASB_RESTINGPOS","0xfa","0x23c8","2","DISABLED","0.000000","320.000000","0.000000","5.000000","0.500000","V"," EGasB Resting Position"," The position of the valve when no power is applied to it. The throttle is assumed to be in this position at power up."
"RT_EGAS_CLOSINGSLEWRATE","0xfa","0x42","1","DISABLED","0.000000","255.000000","0.000000","255.000000","50.000000","V"," EGas Closing Slew Rate"," The maximum rate at which the EGas will close."
"RT_EGAS_OPENINGSLEWRATE","0xfa","0x43","1","DISABLED","0.000000","255.000000","0.000000","255.000000","50.000000","V"," EGas Opening Slew Rate"," The maximum rate at which the EGas will open."
"RT_EGASA_CONTROLTERM","0xfc","0x4746","2","DISABLED","-3200.000000","3199.899902","-100.000000","100.000000","20.000000",""," EGas A Control Term"," The percentage duty cycle applied to the EGas valve"
"RT_EGASA_OPENLOOPDC","0xfc","0x5150","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","20.000000",""," EGas A Open Loop Duty Cycle"," The duty cycle from the Open Loop map"
"RT_EGASA_PROPTERM","0xfc","0x5d5c","2","DISABLED","0.000000","65535.000000","0.000000","65535.000000","10000.000000","-"," EGas Prop Term Channel A"," The proportional term of the EGas control loop"
"RT_EGASA_INTTERML","0xfc","0x5958","2","DISABLED","0.000000","65535.000000","0.000000","65535.000000","10000.000000","-"," EGas Integral Term L Channel A"," The lower intgegral term of the EGas control loop"
"RT_EGASA_INTTERMH","0xfc","0x5554","2","DISABLED","0.000000","65535.000000","0.000000","65535.000000","10000.000000","-"," EGas Integral Term H Channel A"," The upper intgegral term of the EGas control loop"
"RT_EGASA_INTSTOREL","0xfc","0x5756","2","DISABLED","0.000000","65535.000000","0.000000","65535.000000","10000.000000","-"," EGas Integral StoreL Channel A"," The lower intgegral store of the EGas control loop"
"RT_EGASA_INTSTOREH","0xfc","0x4b4a","2","DISABLED","0.000000","65535.000000","0.000000","65535.000000","10000.000000","-"," EGas Integral StoreH Channel A"," The upper intgegral store of the EGas control loop"
"RT_EGASA_ERRORTERM","0xfc","0x5f5e","2","DISABLED","-32767.000000","32767.000000","-32767.000000","32767.000000","10000.000000","-"," EGas Error Term Channel A"," The Error term of the EGas control loop"
"RT_EGASA_ABSOLUTEERROR","0xfc","0x4c","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000","-"," EGas Error A Magnitude"," The magnitude of the Error term of the EGas control loop"
"RT_EGASA_DIFFTERM","0xfc","0x5b5a","2","DISABLED","-32767.000000","32767.000000","-32767.000000","32767.000000","10000.000000","-"," EGas Differential Term channel A"," The differential term of the EGas control loop"
"RT_EGASA_INTGAIN","0xfc","0x49","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000","-"," EGas Integral Gain Channel A"," The intgegral gain of the EGas control loop"
"RT_EGASA_PROPGAIN","0xfc","0x48","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000","-"," EGas Proprtional Gain Channel A"," The Proprtional gain of the EGas control loop"
"RT_EGASA_DIFFGAIN","0xfc","0x5352","2","DISABLED","0.000000","65535.000000","0.000000","65535.000000","1024.000000","-"," EGas Diff Gain"," EGas Diff Gain"
"RT_VEGASA_RESTINGPOS","0xfa","0x2374","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," EGasA Resting Position"," The position of the valve when no power is applied to it. The throttle is assumed to be in this position at power up."
"RT_VEGASB_RESTINGPOS","0xfa","0x23c8","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," EGasB Resting Position"," The position of the valve when no power is applied to it. The throttle is assumed to be in this position at power up."
"RT_VEGASA_TARGET","0xfc","0x4f4e","2","DISABLED","0.000000","10.000000","0.000000","10.000000","1.000000","mm"," EGas A Control Target"," The voltage that the ECU is trying to attain."
"RT_VEGASA_CONTROLTERM","0xfc","0x4746","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","20.000000",""," EGas A Control Term"," The percentage duty cycle applied to the EGas valve"
"RT_VEGASA_OPENLOOPDC","0xfc","0x5150","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","20.000000",""," EGas A Open Loop Duty Cycle"," The duty cycle from the Open Loop map"
"RT_VEGASA_PROPTERM","0xfc","0x5d5c","2","DISABLED","-32768.000000","32767.000000","-32768.000000","32767.000000","10000.000000","units"," EGas A Prop Term"," The proportional term of the EGas control loop"
"RT_VEGASA_INTSTOREH","0xfc","0x4b4a","2","DISABLED","0.000000","65535.000000","0.000000","65535.000000","10000.000000","-"," EGas A Integral StoreH"," The upper intgegral store of the EGas control loop"
"RT_VEGASA_ERRORTERM","0xfc","0x5f5e","2","DISABLED","-5.000000","5.000000","-5.000000","5.000000","0.500000","V"," EGas A Error Term"," The Error term of the EGas control loop"
"RT_VEGASA_ABSOLUTEERROR","0xfc","0x4c","1","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," EGas Error A Magnitude"," The magnitude of the Error term of the EGas control loop"
"RT_VEGASA_PROPGAIN","0xfc","0x48","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000","-"," EGas A Proportional Gain"," The Proprtional gain of the EGas control loop"
"RT_VEGASA_INTGAIN","0xfc","0x49","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000","-"," EGas A Integral Gain"," The intgegral gain of the EGas control loop"
"RT_VEGASA_DIFFGAIN","0xfc","0x5352","2","DISABLED","0.000000","65535.000000","0.000000","65535.000000","1024.000000","-"," EGas A Differnetial Gain"," The differential gain of the EGas control loop"
"RT_VEGASB_TARGET","0xfc","0x6f6e","2","DISABLED","0.000000","10.000000","0.000000","10.000000","1.000000","mm"," EGas B Control Target"," The voltage that the ECU is trying to attain."
"RT_VEGASB_CONTROLTERM","0xfc","0x6766","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","20.000000",""," EGas B Control Term"," The percentage duty cycle applied to the EGas valve"
"RT_VEGASB_OPENLOOPDC","0xfc","0x7170","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","20.000000",""," EGas B Open Loop Duty Cycle"," The duty cycle from the Open Loop map"
"RT_VEGASB_PROPTERM","0xfc","0x7d7c","2","DISABLED","-32768.000000","32767.000000","-32768.000000","32767.000000","10000.000000","units"," EGas B Prop Term"," The proportional term of the control loop"
"RT_VEGASB_INTSTOREH","0xfc","0x6b6a","2","DISABLED","0.000000","65535.000000","0.000000","65535.000000","10000.000000","-"," EGas B Integral StoreH"," The upper intgegral store of the EGas control loop"
"RT_VEGASB_ERRORTERM","0xfc","0x7f7e","2","DISABLED","-5.000000","5.000000","-5.000000","5.000000","0.500000","V"," EGas B Error Term"," The Error term of the EGas control loop"
"RT_VEGASB_ABSOLUTEERROR","0xfc","0x6c","1","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," EGas Error B Magnitude"," The magnitude of the Error term of the EGas control loop"
"RT_VEGASB_PROPGAIN","0xfc","0x68","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000","-"," EGas B Proportional Gain"," The Proprtional gain of the EGas control loop"
"RT_VEGASB_INTGAIN","0xfc","0x69","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000","-"," EGas B Integral Gain"," The intgegral gain of the EGas control loop"
"RT_VEGASB_DIFFGAIN","0xfc","0x7372","2","DISABLED","0.000000","65535.000000","0.000000","65535.000000","1024.000000","-"," EGas B Differnetial Gain"," The differential gain of the EGas control loop"
"RT_TARGET_IDLESPEED","0xf9","0x2398","2","","0.000000","65535.000000","0.000000","2000.000000","250.000000","rpm"," Target Idle Speed"," The target engine speed that the Idle controller is trying to attain."
"RT_DESIRED_EGAS_FOR_IDLE","0xfa","0x235e","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Ideal EGas Position for Idle"," The throttle position that the ECU will try to use to get the engine to idle all other things being equal."
"RT_MAXIGNATIDLE","0xfa","0x237c","2","DISABLED","80.000000","-40.000000","80.000000","-40.000000","-10.000000",""," Max Ign At Idle"," The maximum number of degrees that the idle control will work to"
"RT_MINIGNATIDLE","0xfa","0x237e","2","DISABLED","80.000000","-40.000000","80.000000","-40.000000","-10.000000",""," Min Ign At Idle"," The minimum number of degrees that the idle control will work to"
"RT_IDLEWARMUPTIMER","0xf9","0x82","1","DISABLED","0.000000","26.870001","0.000000","30.000000","1.000000","s"," Idle Speed Timer Delay"," Idle speed control will not be operational for this number of seconds after starting. This number counts down to zero. When it reaches zero idle speed control is enabled."
"RT_IDLESPEED_ERRORTERM","0xf9","0x23a8","2","","-32768.000000","32767.000000","-1000.000000","1000.000000","100.000000","rpm"," Idle Speed Error Term"," The difference between the requested engine speed and the measured engine speed."
"RT_EGAS_TARGET_PILOT","0xf9","0x23aa","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Egas Open Loop Target"," The base EGas target that the idle speed controller uses as a starting point."
"RT_IDLEGAS_PROPGAIN","0xf8","0xd2","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000","-"," Idle EGas Target Prop Gain"," View the prop gain"
"RT_IDLEGAS_INTGAIN","0xf8","0xd3","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000","-"," Idle EGas Target Int Gain"," View the int gain"
"RT_IDLEGAS_DIFFGAIN","0xf8","0xd4","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000","-"," Idle EGas Target Diff Gain"," View the Diff gain"
"RT_IDLEIGN_PROPGAIN","0xf8","0xd5","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000","-"," Idle Ignition Prop Gain"," View the Prop gain"
"RT_IDLEIGN_INTGAIN","0xf8","0xd6","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000","-"," Idle Ignition Int Gain"," View the Int gain"
"RT_IDLEIGN_DIFFGAIN","0xf8","0xd7","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000","-"," Idle Ignition Diff Gain"," View the Diff gain"
"RT_IDLEGAS_PROPTERM","0xf9","0x23b6","2","DISABLED","-32768.000000","32767.000000","-1000.000000","1000.000000","100.000000","units"," Idle EGas Target Prop Term"," View the Prop Term"
"RT_IDLEGAS_INTTERM","0xf9","0x23b8","2","DISABLED","-32768.000000","32767.000000","-1000.000000","1000.000000","100.000000","units"," Idle EGas Target Int Term"," View the Int Term"
"RT_IDLEGAS_INTSTORE","0xf9","0x23fc","2","DISABLED","-32768.000000","32767.000000","-1000.000000","1000.000000","100.000000","units"," Idle EGas Target Int Store"," View the Int Store"
"RT_IDLEIGN_PROPTERM","0xf8","0x23b4","2","DISABLED","-32768.000000","32767.000000","-1000.000000","1000.000000","100.000000","units"," Idle Ignition Prop Term"," View the Prop Term"
"RT_IDLEIGN_INTTERM","0xf8","0x23d0","2","DISABLED","-32768.000000","32767.000000","-1000.000000","1000.000000","100.000000","units"," Idle Ignition Int Term"," View the Int Term"
"RT_IDLEIGN_INTSTORE","0xf8","0x23ca","2","DISABLED","-32768.000000","32767.000000","-1000.000000","1000.000000","100.000000","units"," Idle Ignition Int Store"," View the Int Store"
"RT_IDLEIGN_PROPTERMDEGS","0xf8","0x23b4","2","","-60.000000","60.000000","-60.000000","60.000000","10.000000",""," Idle Ignition Prop Term Degrees"," View the Prop Term in degrees"
"RT_IDLEIGN_INTSTOREDEGS","0xf8","0x23ca","2","","-478.000000","478.000000","-478.000000","478.000000","10.000000",""," Idle Ignition Int Store Degs"," View the Int Store in degrees"
"RT_IDLECONTROLSPEEDSITE","0xf8","0x5f","1","DISABLED","0.000000","16.000000","0.000000","16.000000","1.000000","Site"," Idle Control Speed Site"," This number is used to index all the PID Gain maps for idle control. You will not mormally need to monitor this parameter."
"RT_IDLEVALVEDUTYCYCLE","0xe2","0xf5f4","2","","0.000000","1600.000000","0.000000","100.000000","5.000000",""," Idle Valve Duty Cycle"," The duty cycle applied to the idle control valve"
"RT_IDLEVALVESITE","0x18","0x6a","1","","0.000000","16.000000","0.000000","16.000000","1.000000","Site"," Idle Valve Site"," Idle Valve Site"
"RT_IDLEVALVEFUELCOMPENSATION","0x18","0x6968","2","","-52.500000","52.500000","-52.500000","52.500000","10.000000","ms"," Idle Valve Fuel Compensation"," Idle Valve Fuel Compensation"
"RT_VALVEA_TARGET","0xfc","0x4f4e","2","DISABLED","126.000000","71.000000","126.000000","71.000000","-1.000000","mm"," Horizontal Control Target"," The voltage that the ECU is trying to attain."
"RT_VALVEA_ERRORTERM","0xfc","0x5f5e","2","DISABLED","-55.000000","55.000000","-55.000000","55.000000","1.000000","mm"," Horizontal Error Term"," The Error term of the horizontal control loop"
